"team","player_name","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age.x","dob","height_cm","weight_kg","club_team_id","club_name.x.x","league_name.x.x","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url","age.y","position.x","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name.y","year.x","season","league_name.x.y","year.y","position.y","matches","wins","draws","loses","scored","missed","pts","xG","xG_diff","npxG","xGA","xGA_diff","npxGA","npxGD","ppda_coef","oppda_coef","deep","deep_allowed","xpts","xpts_diff","club_name.x.y"
"Las Palmas","Marko Livaja",205855,"https://sofifa.com/player/205855/marko-livaja/160002","M. Livaja","ST",69,76,1500000,9000,21,"1993-08-26",182,81,1746,"Empoli","Italian Serie A",1,"SUB",39,"Rubin Kazan","",2016,10,"Croatia",NA,"",NA,"Right",5,3,1,"Medium/Low","Normal (170-185)","No",NA,"","Dives Into Tackles (AI), Flair",69,66,52,68,26,75,46,70,69,59,65,66,56,46,39,74,74,65,67,65,64,75,78,69,70,48,92,25,73,56,66,NA,18,22,16,15,9,12,15,12,NA,"69","69","69","65","67","67","67","65","64","64","64","64","57","57","57","64","47","46","46","46","47","44","44","44","44","44","18","https://cdn.sofifa.net/players/205/855/16_120.png","https://cdn.sofifa.net/teams/1746/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/hr.png",22,"Centre-Forward","Rubin Kazan","free transfer","in","Summer",0,"Primera Division","16","2016/2017","La_liga",15,12,38,12,8,18,45,53,44,38.676393,-6.323607,34.949103,59.2368153,6.23681529999999,56.2637223,-21.3146193,10.0795522357916,8.92785835789104,228,250,41.1793,-2.82069999999999,"Las Palmas"
"Real Madrid","Denis Cheryshev",206225,"https://sofifa.com/player/206225/denis-cheryshev/160002","D. Cheryshev","LM, LW",78,84,11500000,80000,24,"1990-12-26",178,75,243,"Real Madrid CF","Spain Primera Division",1,"SUB",21,"","2012-11-27",2017,40,"Russia",1357,"SUB",11,"Left",3,3,1,"High/Low","Lean (170-185)","No",NA,"","Speed Dribbler (AI)",83,72,75,78,56,71,80,74,54,76,66,79,64,61,68,78,82,84,80,75,70,77,75,80,68,68,68,61,72,81,64,NA,52,57,54,16,7,14,7,8,NA,"73","73","73","77","76","76","76","77","77","77","77","78","74","74","74","78","70","67","67","67","70","68","62","62","62","68","17","https://cdn.sofifa.net/players/206/225/16_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1357/60.png","https://cdn.sofifa.net/flags/ru.png",25,"Left Winger","Valencia","End of loanJun 30, 2016","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,2,38,28,6,4,110,34,90,90.454148,-19.545852,83.764638,45.233782,11.233782,42.260671,41.503967,9.25196689341206,14.5718805854126,404,211,79.0927,-10.9073,"Real Madrid"
"Real Madrid","Martin Ødegaard",222665,"https://sofifa.com/player/222665/martin-odegaard/160002","M. Ødegaard","CAM, RM, CM",69,82,1700000,7000,16,"1998-12-17",175,66,243,"Real Madrid CF","Spain Primera Division",1,"SUB",41,"","2015-04-29",2020,36,"Norway",1352,"SUB",11,"Left",4,4,1,"High/Medium","Lean (170-185)","No",NA,"","Flair, Playmaker (AI)",72,51,64,79,33,39,52,55,36,71,48,82,58,54,59,76,79,67,82,52,78,38,52,43,39,52,32,48,61,70,59,NA,18,31,48,14,15,15,8,10,NA,"57","57","57","68","66","66","66","68","69","69","69","67","63","63","63","67","53","50","50","50","53","50","41","41","41","50","16","https://cdn.sofifa.net/players/222/665/16_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1352/60.png","https://cdn.sofifa.net/flags/no.png",18,"Attacking Midfield","RM Castilla","-","in","Winter",NA,"Primera Division","16","2016/2017","La_liga",15,2,38,28,6,4,110,34,90,90.454148,-19.545852,83.764638,45.233782,11.233782,42.260671,41.503967,9.25196689341206,14.5718805854126,404,211,79.0927,-10.9073,"Real Madrid"
"Real Sociedad","Gerónimo Rulli",215316,"https://sofifa.com/player/215316/geronimo-rulli/160002","G. Rulli","GK",79,86,12500000,60000,23,"1992-05-20",189,80,457,"Real Sociedad","Spain Primera Division",1,"GK",1,"","2014-07-28",2020,52,"Argentina",NA,"",NA,"Right",3,1,1,"Medium/Medium","Normal (185+)","No",NA,"","",NA,NA,NA,NA,NA,NA,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,NA,16,13,17,82,77,70,78,83,51,"27","27","27","28","28","28","28","28","31","31","31","29","30","30","30","29","28","29","29","29","28","28","28","28","28","28","79","https://cdn.sofifa.net/players/215/316/16_120.png","https://cdn.sofifa.net/teams/457/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ar.png",24,"Goalkeeper","Man City","loan transfer","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,9,38,13,9,16,45,48,48,47.947144,2.94714399999999,47.203864,48.036505,0.0365050000000053,42.822658,4.381206,8.15742695412817,9.26850488120777,185,183,52.7503,4.7503,"Real Sociedad"
"Real Sociedad","Gerónimo Rulli",215316,"https://sofifa.com/player/215316/geronimo-rulli/160002","G. Rulli","GK",79,86,12500000,60000,23,"1992-05-20",189,80,457,"Real Sociedad","Spain Primera Division",1,"GK",1,"","2014-07-28",2020,52,"Argentina",NA,"",NA,"Right",3,1,1,"Medium/Medium","Normal (185+)","No",NA,"","",NA,NA,NA,NA,NA,NA,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,NA,16,13,17,82,77,70,78,83,51,"27","27","27","28","28","28","28","28","31","31","31","29","30","30","30","29","28","29","29","29","28","28","28","28","28","28","79","https://cdn.sofifa.net/players/215/316/16_120.png","https://cdn.sofifa.net/teams/457/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ar.png",24,"Goalkeeper","Man City","€7.00m","in","Winter",7,"Primera Division","16","2016/2017","La_liga",15,9,38,13,9,16,45,48,48,47.947144,2.94714399999999,47.203864,48.036505,0.0365050000000053,42.822658,4.381206,8.15742695412817,9.26850488120777,185,183,52.7503,4.7503,"Real Sociedad"
"Sevilla","Ciro Immobile",192387,"https://sofifa.com/player/192387/ciro-immobile/160002","C. Immobile","ST",79,82,1.3e+07,90000,25,"1990-02-20",181,85,481,"Sevilla FC","Spain Primera Division",1,"SUB",11,"Borussia Dortmund","",2016,27,"Italy",1343,"SUB",9,"Right",4,3,2,"High/Medium","Normal (170-185)","Yes",NA,"","Diver, Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot",74,81,61,76,35,73,55,83,74,71,80,75,75,51,49,77,71,76,75,84,64,85,78,68,74,76,73,40,80,59,75,NA,21,33,33,6,8,15,12,6,NA,"79","79","79","74","76","76","76","74","73","73","73","71","66","66","66","71","56","55","55","55","56","54","52","52","52","54","17","https://cdn.sofifa.net/players/192/387/16_120.png","https://cdn.sofifa.net/teams/481/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png",26,"Centre-Forward","Torino","End of loanJun 30, 2016","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,7,38,14,10,14,51,50,52,62.970634,11.970634,57.76783,46.0882856,-3.9117144,43.8584456,13.9093844,8.60050002902352,8.95771752598735,296,216,63.6363,11.6363,"Sevilla"
"Sevilla","Wissam Ben Yedder",199451,"https://sofifa.com/player/199451/wissam-ben-yedder/160002","W. Ben Yedder","ST, CF",78,82,11500000,50000,24,"1990-08-12",170,68,1809,"Toulouse Football Club","French Ligue 1",1,"LS",10,"","2010-07-01",2017,18,"France",NA,"",NA,"Right",5,4,1,"High/Medium","Normal (170-)","No",NA,"#Acrobat","Injury Free, Beat Offside Trap, Flair, Speed Dribbler (AI), Technical Dribbler (AI)",82,78,77,83,34,64,75,83,75,80,75,82,76,77,70,82,81,82,91,76,82,77,84,80,57,69,55,44,81,79,74,NA,28,21,26,6,13,9,7,7,NA,"78","78","78","80","80","80","80","80","80","80","80","80","74","74","74","80","61","57","57","57","61","57","48","48","48","57","16","https://cdn.sofifa.net/players/199/451/16_120.png","https://cdn.sofifa.net/teams/1809/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png",25,"Centre-Forward","Toulouse","€9.50m","in","Summer",9.5,"Primera Division","16","2016/2017","La_liga",15,7,38,14,10,14,51,50,52,62.970634,11.970634,57.76783,46.0882856,-3.9117144,43.8584456,13.9093844,8.60050002902352,8.95771752598735,296,216,63.6363,11.6363,"Sevilla"
"Sevilla","Samir Nasri",165239,"https://sofifa.com/player/165239/samir-nasri/160002","S. Nasri","LM, RM",83,83,22500000,150000,28,"1987-06-26",175,75,10,"Manchester City","English Premier League",1,"SUB",8,"","2011-08-24",2019,18,"France",NA,"",NA,"Right",4,4,3,"High/Medium","Normal (170-185)","Yes",NA,"#Dribbler","Flair, Technical Dribbler (AI)",81,76,83,86,38,58,81,76,42,86,73,86,78,79,77,88,83,79,82,80,92,75,50,72,62,77,33,37,81,85,77,NA,35,37,44,1,1,1,1,1,NA,"76+1","76+1","76+1","83","82+1","82+1","82+1","83","83","83","83","82+1","78+1","78+1","78+1","82+1","65+1","61+1","61+1","61+1","65+1","60+1","48+1","48+1","48+1","60+1","10+1","https://cdn.sofifa.net/players/165/239/16_120.png","https://cdn.sofifa.net/teams/10/60.png","https://cdn.sofifa.net/flags/gb-eng.png","","https://cdn.sofifa.net/flags/fr.png",29,"Attacking Midfield","Man City","loan transfer","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,7,38,14,10,14,51,50,52,62.970634,11.970634,57.76783,46.0882856,-3.9117144,43.8584456,13.9093844,8.60050002902352,8.95771752598735,296,216,63.6363,11.6363,"Sevilla"
"Sevilla","Salvatore Sirigu",168435,"https://sofifa.com/player/168435/salvatore-sirigu/160002","S. Sirigu","GK",82,82,17500000,150000,28,"1987-01-12",192,80,73,"Paris Saint-Germain","French Ligue 1",1,"SUB",30,"","2011-07-01",2018,27,"Italy",1343,"SUB",12,"Right",2,1,3,"Medium/Medium","Normal (185+)","Yes",NA,"","Injury Free, GK Long Throw",NA,NA,NA,NA,NA,NA,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,20,68,34,66,14,34,20,10,46,19,NA,16,11,13,84,79,75,80,84,51,"25+1","25+1","25+1","27+1","27+1","27+1","27+1","27+1","29+1","29+1","29+1","28+1","28+1","28+1","28+1","28+1","27+1","28+1","28+1","28+1","27+1","26+1","27+1","27+1","27+1","26+1","81+1","https://cdn.sofifa.net/players/168/435/16_120.png","https://cdn.sofifa.net/teams/73/60.png","https://cdn.sofifa.net/flags/fr.png","https://cdn.sofifa.net/teams/1343/60.png","https://cdn.sofifa.net/flags/it.png",29,"Goalkeeper","Paris SG","loan transfer","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,7,38,14,10,14,51,50,52,62.970634,11.970634,57.76783,46.0882856,-3.9117144,43.8584456,13.9093844,8.60050002902352,8.95771752598735,296,216,63.6363,11.6363,"Sevilla"
"Valencia","Simone Zaza",202685,"https://sofifa.com/player/202685/simone-zaza/160002","S. Zaza","ST",78,83,11500000,80000,24,"1991-06-25",186,81,45,"Juventus","Italian Serie A",1,"SUB",7,"","2015-07-07",2020,27,"Italy",NA,"",NA,"Left",3,3,1,"High/Medium","Normal (185+)","No",NA,"","",77,79,59,76,28,73,50,80,80,65,76,76,76,56,45,79,75,79,75,74,65,83,91,69,79,75,60,25,81,66,76,NA,15,25,25,7,13,9,7,9,NA,"78","78","78","73","76","76","76","73","73","73","73","71","64","64","64","71","51","49","49","49","51","49","47","47","47","49","16","https://cdn.sofifa.net/players/202/685/16_120.png","https://cdn.sofifa.net/teams/45/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/it.png",25,"Centre-Forward","Juventus","Loan fee:€2.00m","in","Winter",2,"Primera Division","16","2016/2017","La_liga",15,11,38,11,11,16,46,48,44,50.508099,4.50809900000001,46.636375,61.685717,13.685717,58.586166,-11.949791,9.06117174736119,7.2783188400488,203,250,46.7251,2.72509999999999,"Valencia"
"Valencia","Eliaquim Mangala",190531,"https://sofifa.com/player/190531/eliaquim-mangala/160002","E. Mangala","CB",80,84,1.6e+07,90000,24,"1991-02-13",187,84,10,"Manchester City","English Premier League",1,"LCB",20,"","2014-08-11",2019,18,"France",1335,"SUB",13,"Left",4,2,2,"Medium/High","Normal (185+)","Yes",NA,"#Strength","Dives Into Tackles (AI), Power Header",77,41,56,61,79,85,59,27,83,61,44,56,47,48,59,66,70,83,62,76,57,72,86,77,86,41,90,75,39,47,46,NA,79,79,84,10,13,6,10,14,NA,"58","58","58","57","56","56","56","57","56","56","56","60","60","60","60","60","72","72","72","72","72","75","80","80","80","75","19","https://cdn.sofifa.net/players/190/531/16_120.png","https://cdn.sofifa.net/teams/10/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1335/60.png","https://cdn.sofifa.net/flags/fr.png",25,"Centre-Back","Man City","loan transfer","in","Summer",NA,"Primera Division","16","2016/2017","La_liga",15,11,38,11,11,16,46,48,44,50.508099,4.50809900000001,46.636375,61.685717,13.685717,58.586166,-11.949791,9.06117174736119,7.2783188400488,203,250,46.7251,2.72509999999999,"Valencia"
